rollno,register_sem,subno,sub_type
1801CB05,7,CB409,CORE
1801CB10,7,CB409,CORE
1801CB20,7,CB409,CORE
1801CB23,7,CB409,CORE
1801CB21,7,CB409,CORE
1801CB22,7,CB409,CORE
