rollno,register_sem,subno,sub_type
2012PH03,3,PH523,CORE
2012PH20,3,PH523,CORE
2012PH09,3,PH523,CORE
2012PH19,3,PH523,CORE
2012PH14,3,PH523,CORE
2012PH07,3,PH523,CORE
