rollno,register_sem,subno,sub_type
1801CE06,7,CE491,CORE
1801CE07,7,CE491,CORE
1801CE08,7,CE491,CORE
1801CE10,7,CE491,CORE
1801CE16,7,CE491,CORE
1801CE18,7,CE491,CORE
1801CE19,7,CE491,CORE
1801CE26,7,CE491,CORE
