rollno,register_sem,subno,sub_type
2012CH19,3,CH530,CORE
2012CH12,3,CH530,CORE
2012CH10,3,CH530,CORE
2012CH22,3,CH530,CORE
2012CH08,3,CH530,CORE
2012CH04,3,CH530,CORE
